TIMESTAMP,co2D_var,co2D_var_qc,co2T_var,co2T_var_qc,co2_var,co2_var_qc,h2oD_var,h2oD_var_qc,h2oT_var,h2oT_var_qc,h2o_var,h2o_var_qc,w/co2D_cov,w/co2D_cov_qc,w/co2T_cov,w/co2T_cov_qc,w/co2_cov,w/co2_cov_qc,w/h2oD_cov,w/h2oD_cov_qc,w/h2oT_cov,w/h2oT_cov_qc,w/h2o_cov,w/h2o_cov_qc,wD/co2D_cov,wD/co2D_cov_qc,wD/co2_cov,wD/co2_cov_qc,wD/h2oD_cov,wD/h2oD_cov_qc,wD/h2o_cov,wD/h2o_cov_qc,wD_var,wD_var_qc,wT/co2T_cov,wT/co2T_cov_qc,wT/co2_cov,wT/co2_cov_qc,wT/h2oT_cov,wT/h2oT_cov_qc,wT/h2o_cov,wT/h2o_cov_qc,wT_var,wT_var_qc,w_var,w_var_qc,wco2,wco2+wh2o+,wco2+wh2o+_qc,wco2+wh2o-,wco2+wh2o-_qc,wco2+wh2o·,wco2+wh2o·_qc,wco2-wh2o+,wco2-wh2o+_qc,wco2-wh2o-,wco2-wh2o-_qc,wco2-wh2o·,wco2-wh2o·_qc,wco2_qc,wco2·,wco2·_qc,wco2·wh2o+,wco2·wh2o+_qc,wco2·wh2o-,wco2·wh2o-_qc,wco2·wh2o·,wco2·wh2o·_qc,wh2o,wh2o_qc,wh2o·,wh2o·_qc
2022-05-13 00:00:00,9.477163040276748,0.9998333287035752,182375.7689799577,0.9998333287035752,10.157516265872983,0.9998333287035752,0.0029726926071051,0.9995833217589376,83.65947671148889,0.9995833217589376,0.0034695815068008,0.9995833217589376,0.0333647053873021,0.0001666712964249,-0.0007831860284031,0.0001666712964249,0.0325815193588987,0.0001666712964249,-0.0001257792876259,0.0004166782410622,-1.4727380940960976e-05,0.0004166782410622,-0.0001405066685668,0.0004166782410622,0.0303800304890605,0.0001666712964249,0.0306373057286142,0.0001666712964249,-0.0001678290380042,0.0004166782410622,-9.031922600350076e-05,0.0004166782410622,0.0040122183738208,1.0,0.4768313166599353,0.0001666712964249,0.0019442136302844,0.0001666712964249,0.01017048200116,0.0004166782410622,-5.018744256339653e-05,0.0004166782410622,4.897337060463796e-06,1.0,0.0040060537601948,1.0,0.033560788448176684,0.011524824635147356,0.0001666712964249,0.050237479031550625,0.0001666712964249,0.0,0.0001666712964249,-0.019551018596223244,0.0001666712964249,-0.0086504966222974,0.0001666712964249,0.0,0.0001666712964249,0.0001666712964249,0.0,0.0001666712964249,0.0,0.0001666712964249,0.0,0.0001666712964249,0.0,0.0001666712964249,-0.00011126009618214023,0.0004166782410622,0.0,0.0004166782410622
2022-05-13 00:30:00,11.177289605253211,0.9998055555555556,182279.65825775365,0.9998055555555556,11.857282547598794,0.9998055555555556,0.0069832824981775,0.9995833333333334,81.31227670479842,0.9995833333333334,0.002630458164528,0.9995833333333334,0.0130965713643699,0.0001944444444444,-0.0048712295279909,0.0001944444444444,0.0082253418363788,0.0001944444444444,-0.0001886011743136,0.0004166666666666,0.0001436866806109,0.0004166666666666,-4.491449370277698e-05,0.0004166666666666,0.0127971425729118,0.0001944444444444,0.0075997866550004,0.0001944444444444,-0.0001854230598447,0.0004166666666666,-4.599134938892159e-05,0.0004166666666666,0.0017540754163585,1.0,-0.2740428281052814,0.0001944444444444,0.0006255551813783,0.0001944444444444,-0.0058375449080146,0.0004166666666666,1.0768556861446277e-06,0.0004166666666666,9.091919730996316e-07,1.0,0.0017502302376421,1.0,0.01092716827923476,0.0061316654528084675,0.0001944444444444,0.0292300373454515,0.0001944444444444,0.0,0.0001944444444444,-0.019915581321210647,0.0001944444444444,-0.00451895319781455,0.0001944444444444,0.0,0.0001944444444444,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,-0.0001352022465246645,0.0004166666666666,0.0,0.0004166666666666
2022-05-13 01:00:00,10.76807152282667,0.9998055555555556,188013.8839705,0.9998055555555556,11.234081401430258,0.9998055555555556,0.0093613538214419,0.9996111111111112,79.8563318067702,0.9996111111111112,0.0120870945218786,0.9996111111111112,0.0114968344154428,0.0001944444444444,0.0011738936148449,0.0001944444444444,0.0126707280302877,0.0001944444444444,-0.0001391791431013,0.0003888888888888,1.4602842397763802e-05,0.0003888888888888,-0.0001245763007035,0.0003888888888888,0.0119753448456692,0.0001944444444444,0.0140468500248665,0.0001944444444444,-0.000157699493668,0.0003888888888888,-9.306970395608708e-05,0.0003888888888888,0.0010013657295875,1.0,-0.1884489991023394,0.0001944444444444,-0.0013761219945788,0.0001944444444444,-0.0039201644508433,0.0003888888888888,-3.1506596747495365e-05,0.0003888888888888,1.0356259384973834e-06,1.0,0.0009991029565434,1.0,0.010190069442032145,0.005660958486896341,0.0001944444444444,0.017440004363953,0.0001944444444444,0.0,0.0001944444444444,-0.009335149644202005,0.0001944444444444,-0.0035757437646147332,0.0001944444444444,0.0,0.0001944444444444,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,0.0,0.0001944444444444,-0.00010606943005383048,0.0003888888888888,0.0,0.0003888888888888
2022-05-13 01:30:00,13.725985754516692,0.9997222222222222,185703.3257918052,0.9997222222222222,5.457599308780546,0.9997222222222222,0.0147131608041826,0.9994166666666666,81.10233621647396,0.9994166666666666,0.0073444954025792,0.9994166666666666,0.0056085476224322,0.0002777777777777,-0.0023273389764694,0.0002777777777777,0.0032812086459629,0.0002777777777777,-4.412242346926496e-05,0.0005833333333333,-7.817696050631945e-05,0.0005833333333333,-0.0001222993839755,0.0005833333333333,0.001593340635167,0.0002777777777777,0.0024852286371405,0.0002777777777777,-0.000208700619245,0.0005833333333333,-0.0002180968989502,0.0005833333333333,0.0004831363314212,1.0,0.1173059922809661,0.0002777777777777,0.0007959800088223,0.0002777777777777,0.0024451955974317,0.0005833333333333,9.579751497471096e-05,0.0005833333333333,2.291502983533352e-06,1.0,0.0004849845392037,1.0,0.003956303418668982,0.0040444574184344525,0.0002777777777777,0.0076950082299309065,0.0002777777777777,0.0,0.0002777777777777,-0.002788623592890418,0.0002777777777777,-0.004994538636805877,0.0002777777777777,0.0,0.0002777777777777,0.0002777777777777,0.0,0.0002777777777777,0.0,0.0002777777777777,0.0,0.0002777777777777,0.0,0.0002777777777777,-9.928440368665647e-05,0.0005833333333333,0.0,0.0005833333333333
2022-05-13 02:00:00,17.73712608595795,0.9997777777777778,187480.1443889429,0.9997777777777778,13.320524326269194,0.9997777777777778,0.0033357533506412,0.9996111111111112,78.79849100529258,0.9996111111111112,0.0064928323201314,0.9996111111111112,-0.0048861044729243,0.0002222222222222,-0.0011779086330946,0.0002222222222222,-0.006064013106019,0.0002222222222222,0.0001416923757901,0.0003888888888888,0.0001218647233984,0.0003888888888888,0.0002635570991885,0.0003888888888888,-0.0061729843919481,0.0002222222222222,-0.002427278919689,0.0002222222222222,0.0001212622335798,0.0003888888888888,0.000188294620826,0.0003888888888888,0.001354961824667,1.0,0.0768255387275955,0.0002222222222222,-0.0036367341863299,0.0002222222222222,0.0017426883114974,0.0003888888888888,7.526247836253003e-05,0.0003888888888888,2.868978235322942e-06,1.0,0.0013538519618678,1.0,0.0025580448240239174,0.009324768443667869,0.0002222222222222,0.013129638405997795,0.0002222222222222,0.0,0.0002222222222222,-0.012685315031973315,0.0002222222222222,-0.007211046993668347,0.0002222222222222,0.0,0.0002222222222222,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.00028121170443816065,0.0003888888888888,0.0,0.0003888888888888
2022-05-13 02:30:00,17.786435735951912,0.9997777777777778,184867.7101320389,0.9997777777777778,12.463265793314529,0.9997777777777778,0.0515383287387753,0.9996111111111112,72.56236494607795,0.9996111111111112,0.0117425625451511,0.9996111111111112,-0.003856791240613,0.0002222222222222,-0.003804329509285,0.0002222222222222,-0.0076611207498981,0.0002222222222222,0.0002751796418872,0.0003888888888888,-0.0001157765460259,0.0003888888888888,0.0001594030958612,0.0003888888888888,-0.0096560320901738,0.0002222222222222,-0.0025740282197819,0.0002222222222222,-9.874573279343612e-05,0.0003888888888888,0.0002094998244494,0.0003888888888888,0.0010620945633215,1.0,0.4717443407967921,0.0002222222222222,-0.0050870925301162,0.0002222222222222,0.0092571823961911,0.0003888888888888,-5.009672858818448e-05,0.0003888888888888,4.699771434799194e-06,1.0,0.00106055384859,1.0,-0.0069500065897135236,0.0037744791910116066,0.0002222222222222,0.008656361358254018,0.0002222222222222,0.0,0.0002222222222222,-0.012439139459049621,0.0002222222222222,-0.006941707679929495,0.0002222222222222,0.0,0.0002222222222222,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,5.735198344173109e-05,0.0003888888888888,0.0,0.0003888888888888
2022-05-13 03:00:00,112.36740910920096,0.9997777777777778,196612.69597499,0.9997777777777778,141.68073586727652,0.9997777777777778,0.0948595077281525,0.9996666666666668,77.6929473754542,0.9996666666666668,0.0791383370398982,0.9996666666666668,-0.0370341532069922,0.0002222222222222,-0.0501736615276934,0.0002222222222222,-0.087207814734686,0.0002222222222222,-0.0011050643591646,0.0003333333333333,-0.0008341236366074,0.0003333333333333,-0.0019391879957721,0.0003333333333333,-0.0409253455062253,0.0002222222222222,-0.0789481575289116,0.0002222222222222,-0.001178938692251,0.0003333333333333,-0.0017357846899353,0.0003333333333333,0.0007953014840357,1.0,-0.0096357735890977,0.0002222222222222,-0.0082596572057743,0.0002222222222222,-0.0002277996246526,0.0003333333333333,-0.0002034033058367,0.0003333333333333,2.072434362180941e-06,1.0,0.0008001578756286,1.0,-0.018992030800238768,0.00958166466888491,0.0002222222222222,0.006874007283301012,0.0002222222222222,0.0,0.0002222222222222,-0.007062215063291851,0.0002222222222222,-0.028385487689132922,0.0002222222222222,0.0,0.0002222222222222,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,-0.0004612399304882613,0.0003333333333333,0.0,0.0003333333333333
2022-05-13 03:30:00,102.4869504613761,0.9997777777777778,217720.14351540685,0.9997777777777778,58.66201584139076,0.9997777777777778,0.0540206788106208,0.9996111111111112,75.26945758442177,0.9996111111111112,0.0387567011637828,0.9996111111111112,-0.006741414345691,0.0002222222222222,-0.0250847038616765,0.0002222222222222,-0.0318261182073678,0.0002222222222222,0.0010027822465576,0.0003888888888888,0.0006266021426791,0.0003888888888888,0.0016293843892367,0.0003888888888888,0.0175282840965835,0.0002222222222222,-0.0280466140495406,0.0002222222222222,0.0003292595542709,0.0003888888888888,0.0016078563927103,0.0003888888888888,0.0010640995352687,1.0,1.3261975377104034,0.0002222222222222,-0.0037795041578271,0.0002222222222222,0.0245085755783805,0.0003888888888888,2.1527996526432204e-05,0.0003888888888888,1.0233534114038884e-05,1.0,0.0010677906654048,1.0,0.05294274904857336,0.006269754566904987,0.0002222222222222,0.09156951282877765,0.0002222222222222,0.0,0.0002222222222222,-0.034535203175805995,0.0002222222222222,-0.010361315171303183,0.0002222222222222,0.0,0.0002222222222222,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,-0.0005242166312118924,0.0003888888888888,0.0,0.0003888888888888
2022-05-13 04:00:00,187.2392979147911,0.9997777777777778,221518.7926382104,0.9997777777777778,182.20271798343416,0.9997777777777778,0.0304431852798912,0.9996111111111112,71.42103003282521,0.9996111111111112,0.0195936931631566,0.9996111111111112,0.0855552099901797,0.0002222222222222,0.0232764433082705,0.0002222222222222,0.10883165329845,0.0002222222222222,-0.0017028963232904,0.0003888888888888,0.0006076697255658,0.0003888888888888,-0.0010952265977245,0.0003888888888888,0.069673400109704,0.0002222222222222,0.0813274952402196,0.0002222222222222,-0.0013006913771569,0.0003888888888888,-0.0008110291662304,0.0003888888888888,0.0008168066611853,1.0,-2.6630630779131,0.0002222222222222,0.0275041580582304,0.0002222222222222,-0.0478424197781606,0.0003888888888888,-0.0002841974314941,0.0003888888888888,3.814405105604773e-05,1.0,0.000805273692431,1.0,0.0290670196456381,0.0064343911910939655,0.0002222222222222,0.06636792244562524,0.0002222222222222,0.0,0.0002222222222222,-0.03907084247779668,0.0002222222222222,-0.004664451513283838,0.0002222222222222,0.0,0.0002222222222222,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,0.0,0.0002222222222222,-0.0002243450321623912,0.0003888888888888,0.0,0.0003888888888888
2022-05-13 04:30:00,64.49451945104447,0.9998333333333334,215669.17455339216,0.9998333333333334,34.36104491922269,0.9998333333333334,0.0169334851487851,0.9995,64.39861017763931,0.9995,0.0111201981560012,0.9995,0.0642787314774763,0.0001666666666666,0.0163762903718565,0.0001666666666666,0.0806550218493324,0.0001666666666666,-0.0006134091236672,0.0005,-0.0001964802742099,0.0005,-0.0008098893978772,0.0005,0.0700683904385225,0.0001666666666666,0.0938396719721866,0.0001666666666666,-0.001520459080949,0.0005,-0.0007515528104846,0.0005,0.0090850157469667,1.0,3.1829571485118717,0.0001666666666666,-0.0131846501228541,0.0001666666666666,0.0548795216270897,0.0005,-5.833658739260713e-05,0.0005,5.5620576076722e-05,1.0,0.0090222534524545,1.0,0.0608807526553598,0.015585263651350476,0.0001666666666666,0.1011545955593579,0.0001666666666666,0.0,0.0001666666666666,-0.035209807969844,0.0001666666666666,-0.02064929858550406,0.0001666666666666,0.0,0.0001666666666666,0.0001666666666666,0.0,0.0001666666666666,0.0,0.0001666666666666,0.0,0.0001666666666666,0.0,0.0001666666666666,-0.0007115956768679107,0.0005,0.0,0.0005
